customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,service_adoption_score,tenure_bins,gender_Female,gender_Male,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5133-VRSAB,0,0,0,-0.9950403079957154,0,0,-1.178314156929955,-0.9118608595474967,0,1,1,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5996-DAOQL,0,0,0,-1.2802480369298874,1,1,-1.4741541029191516,-0.9983337122588753,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
6838-YAUVY,0,0,0,0.8791819107145575,1,1,1.0072449946194475,1.2270186809870123,0,5,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False
0484-JPBRU,0,0,0,0.3495104141225239,1,1,-1.3145999747452028,-0.5677342007981326,0,2,3,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
7883-ROJOC,0,1,0,-0.5468567339563023,1,0,-0.6614252625331,-0.637000720572043,0,1,3,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0244-LGNFY,0,1,1,1.6125732136881425,1,0,0.9258059083639949,1.963361493105844,0,8,2,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
7274-CGTOD,0,0,0,1.2051336009250397,0,1,-0.701313794576587,0.1478727741909296,0,4,2,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False
4295-YURET,1,1,1,0.9606698332671781,1,1,0.2593350188040626,0.794654417430119,0,5,2,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
3426-NIYYL,0,0,0,-0.7098325790615434,1,0,-0.44037631412544187,-0.6696486343508289,1,2,3,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
8225-BTJAU,1,0,0,-0.9135523854430948,1,1,0.48038396721172105,-0.6572953696777748,1,2,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
4635-EJYPD,0,1,1,-0.01718523736426863,1,0,-1.5240147679735105,-0.7367092140045511,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1866-ZSLJM,0,0,0,-0.46536881140368175,1,0,-1.472492080750673,-0.8297998870764945,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
4636-TVXVG,0,1,1,1.2051336009250397,1,0,-1.4907743246039378,-0.45831957083679636,0,1,2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
4236-UJPWO,0,0,0,-1.2395040756535771,0,0,-1.3395303072723823,-0.9868628236338965,0,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
9392-XBGTD,0,0,1,-0.22090504374582004,1,0,-1.4691680364137156,-0.7508272307737558,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
3387-VATUS,0,0,0,-1.1172721918246462,1,1,0.9989348837770544,-0.8033286056342357,1,4,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
6402-SSEJG,0,0,0,-0.3023929662984406,0,0,-0.12459210211450154,-0.32772791572165305,0,5,3,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1143-NMNQJ,0,0,0,-1.2395040756535771,1,1,0.6947848269454648,-0.9325966966772661,1,3,1,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
1169-SAOCL,0,0,0,0.6754621043330061,1,1,1.3911721155380123,1.2729022354869275,0,6,2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
1110-KYLGQ,0,0,0,1.24587756220135,1,0,1.4443568249293284,1.9840973302356135,0,7,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
9929-PLVPA,0,0,1,-1.1580161531009565,1,0,-1.4758161250876303,-0.9656857984800895,0,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
3518-PZXZQ,0,1,0,-1.2802480369298874,1,1,-0.3157246514895444,-0.9828921314175577,0,2,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
2371-JUNGC,0,0,0,-0.8728084241667845,1,0,-1.4808021915930663,-0.9153903637397979,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
7693-QPEFS,1,0,0,0.797693988161937,1,1,0.27096917398341336,0.6821514713005192,0,2,2,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0924-BJCRC,1,1,0,1.1236456783724194,1,0,0.8194364895813623,1.328491926515671,0,4,2,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
5074-FBGHB,0,0,0,1.2866215234776603,1,1,1.3246912287988668,2.032186824855717,0,6,2,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
2351-BKRZW,0,1,1,0.4309983366751445,1,0,0.34576017156495187,0.42846835747887263,0,5,3,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
4455-BFSPD,0,1,0,1.1643896396487294,1,0,1.2083496770053626,1.808945684692668,0,5,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
0415-MOSGF,0,0,0,-1.2802480369298874,1,0,-0.6780454842178864,-0.9877451996819718,1,1,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1724-BQUHA,1,0,0,-1.1172721918246462,1,1,0.8210985117498408,-0.796710785273671,1,3,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
3948-KXDUF,0,0,0,1.368109446030281,1,0,0.13135931183120808,0.9548056701557845,0,6,2,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False
2323-ARSVR,0,1,0,1.4088534073065913,1,1,1.5374300663641316,2.22278005123998,0,7,2,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
0815-MFZGM,0,1,0,0.3902543753988342,1,1,1.1368827237607813,0.817155006656039,0,5,3,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
4826-XTSOH,1,1,0,-1.2802480369298874,1,1,0.706418982124815,-0.9692153026723908,1,3,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
5480-XTFFL,0,1,1,-0.05792919864057891,1,0,-1.4558718590658866,-0.6996494199853889,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
8295-FHIVV,0,0,0,-1.0357842692720256,1,1,-1.509056568457203,-0.9330378847013038,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
2495-INZWQ,0,0,0,-1.1580161531009565,0,1,-0.6730594177124505,-0.9303907565570778,1,2,1,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
9086-YJYXS,0,1,1,0.06430268518835193,1,0,0.4122410583040972,0.20743315743601184,0,5,3,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
1179-INLAT,0,0,0,-1.1987601143772668,1,1,-1.5073945462887242,-0.9767154990810307,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
7909-FIOIY,0,1,1,-0.5468567339563023,0,1,-1.327896152093032,-0.8156818703072898,0,0,3,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
4139-SUGLD,0,1,1,-0.05792919864057891,0,0,-0.9772094745440403,-0.5319979708510832,1,2,3,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
6857-VWJDT,0,0,0,-1.2802480369298874,1,0,1.025527238472713,-0.9652446104560519,1,4,1,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
6351-SCJKT,0,0,0,-1.1987601143772668,0,0,-0.7794288364950829,-0.9599503541676001,0,3,1,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
5468-BPMMO,0,1,0,0.5532302205040753,1,0,-1.5024084797832884,-0.6317064642835913,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
5624-BQSSA,0,0,0,-1.2802480369298874,1,0,-1.4575338812343652,-0.9983337122588753,1,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0197-PNKNK,0,1,1,1.4903413298592119,1,0,0.653234272733499,1.572910091832527,0,4,2,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2439-QKJUL,0,0,0,-1.1172721918246462,1,0,-1.4808021915930663,-0.9590679781195248,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1194-SPVSP,0,0,0,-1.2802480369298874,1,0,-1.5007464576148097,-0.998774900282913,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
9534-NSXEM,0,0,0,-0.26164900502213034,1,1,-1.4675060142452372,-0.7446505984372288,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
2408-WITXK,1,0,0,-0.9135523854430948,0,1,-1.000477784902741,-0.8620066128312427,1,1,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
8929-KSWIH,0,0,0,-0.3023929662984406,1,0,1.1468548567716528,0.10154803166697673,0,5,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
2250-IVBWA,0,1,1,1.2866215234776603,1,0,0.5402167652769517,1.2583430306936851,0,3,2,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1810-MVMAI,0,1,1,-0.09867315991688919,1,0,0.09313280195619932,-0.1247814246643358,0,6,3,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
9506-UXUSK,0,0,0,-0.791320501614164,1,1,0.17789593254861,-0.5964114223605796,0,1,3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1229-RCALF,0,1,0,1.2866215234776603,1,1,1.6687298176739438,2.2558691530428034,0,8,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
3572-UOLYZ,0,0,1,0.5532302205040753,1,1,0.6648684279128493,0.7390647264013755,0,4,3,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
1429-UYJSV,0,0,0,-0.8320644628904743,1,0,-1.499084435446331,-0.8924485864898403,0,1,1,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
5577-OTWWW,0,0,0,-0.7098325790615434,1,0,-1.4974224132778524,-0.8761246296004473,1,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6100-QQHEB,0,1,1,-0.6283446565089229,1,1,0.9224818640270374,-0.3387576163225942,1,4,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
6366-XIVKZ,0,1,1,-0.791320501614164,1,1,-0.0547871710383989,-0.647148045124909,0,4,3,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
3470-OBUET,0,1,1,1.4088534073065913,1,0,0.30587163952146457,1.1405458282756338,0,6,2,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
2770-NSVDG,0,1,0,-0.3431369275747509,0,0,-1.186624267772348,-0.7036201122017277,0,1,3,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
9375-MHRRS,0,0,0,-1.076528230548336,1,0,-0.49023697917980086,-0.8800953218167862,0,2,1,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
2634-HCZGT,1,1,0,0.8384379494382472,1,1,-0.1578325454840742,0.41743865687793147,1,4,2,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
7503-QQRVF,1,1,0,-0.6690886177852331,1,1,0.31584377253233625,-0.487437980423281,1,2,3,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
4860-YZGZM,0,0,0,-0.9135523854430948,1,0,-1.4891123024354593,-0.9255376882926637,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
6599-GZWCM,0,0,0,-0.791320501614164,1,1,0.327477927711687,-0.580969841519262,0,2,3,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
2691-NZETQ,0,0,0,-0.9542963467194051,1,1,0.6831506717661141,-0.6727369505190924,1,3,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
4404-HIBDJ,0,0,0,-0.3023929662984406,1,0,0.31584377253233625,-0.18522418395749332,1,6,3,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True
5533-NHFRF,1,0,0,-1.0357842692720256,0,1,-0.6780454842178864,-0.890242646369652,0,3,1,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False
7037-MTYVW,0,1,1,0.22727853029359305,1,1,0.6848126939345931,0.4474394425124914,0,7,3,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
4760-THGOT,0,1,0,0.4309983366751445,1,1,0.974004551249875,0.8048017419829848,0,5,3,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
7295-JOMMD,0,0,1,-1.1580161531009565,1,1,1.1069663247281656,-0.8324470152207204,1,5,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False
4016-BJKTZ,0,0,0,-0.3023929662984406,1,0,1.4659631131195507,0.23213968678212002,0,7,3,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
6584-VQMYT,0,0,1,-0.22090504374582004,1,0,-0.28580825245692876,-0.3158158390726366,0,3,3,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
9838-BFCQT,0,1,1,1.6125732136881425,1,0,-1.286345597881066,-0.19051844024594508,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
2790-XUYMV,0,0,1,1.5718292524118322,1,1,0.6864747161030716,1.6523239361593034,0,4,2,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0581-MDMPW,0,0,0,-0.3431369275747509,1,1,0.802816267896576,-0.09301588693362527,0,4,3,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
5013-SBUIH,0,0,0,0.7162060656093164,1,1,1.4908934456467302,1.441877248693346,1,7,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1023-BQXZE,0,0,0,1.0014137945434884,1,1,0.3175057947008148,0.8974512270308906,0,5,2,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
9163-GHAYE,0,0,0,-0.7098325790615434,1,0,-0.5301255112232879,-0.6824430870479207,0,2,3,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
3904-UKFRE,0,0,0,-1.1580161531009565,1,1,0.5086383440758576,-0.8589182966629791,0,3,1,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
5353-WILCI,0,0,0,-0.18016108246950976,1,0,-0.29079431896236485,-0.3356693001543307,0,3,3,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0709-TVGUR,1,0,0,-0.9542963467194051,1,1,0.32415388337472945,-0.7327385217882123,1,2,1,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0058-EVZWM,0,1,0,0.9199258719908678,1,1,0.8310706447607126,1.1806939384630595,0,4,2,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
6023-YEBUP,0,0,0,-1.1987601143772668,1,1,1.201701588331448,-0.8620066128312427,1,5,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
7209-JCUDS,0,0,0,-0.9135523854430948,1,1,1.0005969059455335,-0.544792423548175,1,4,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
7009-PCARS,0,0,1,0.9199258719908678,1,0,-1.5190287014680746,-0.5655282606779444,0,1,2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0519-DRGTI,0,1,1,-0.506112772679992,1,0,-1.477478147256109,-0.8121523661149886,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1017-FBQMM,0,1,1,1.2051336009250397,1,1,1.3712278495162684,1.9501258523847147,0,6,2,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
3001-CBHLQ,1,1,0,-0.01718523736426863,1,1,1.33300133964126,0.4712635958105243,1,6,3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
1985-MBRYP,0,0,0,0.4309983366751445,1,1,-1.5007464576148097,-0.6634720020143019,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
6158-DWPZT,0,1,0,-0.9542963467194051,0,0,-1.3528264846202114,-0.892889774513878,1,0,1,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
9372-TXXPS,0,1,0,1.1236456783724194,1,0,-0.16448063415798858,0.5295004149834937,0,4,2,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False
3259-QMXUN,0,1,0,1.0421577558197987,1,1,0.7080810042932936,1.1502519648044618,0,7,2,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1015-JPFYW,0,0,1,-1.0357842692720256,1,0,-1.5073945462887242,-0.9471559014705084,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
6645-MXQJT,0,1,1,-1.2395040756535771,1,0,1.0737258813585928,-0.9259788763167014,0,4,1,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4360-QRAVE,1,0,0,0.18653456901728277,0,0,-0.9356589203320745,-0.4269952211301235,0,2,3,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
8433-WPJTV,1,1,1,1.3273654847539706,1,1,1.2997608962716873,1.978361885923124,0,6,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
5804-JMYIO,0,1,1,0.2680224915699033,1,0,-1.4974224132778524,-0.6731781385431301,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
3763-GCZHZ,0,1,0,1.368109446030281,1,1,1.304746962777123,2.0326280128797545,1,6,2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
6484-LATFU,0,0,0,1.4495973685829016,1,0,-1.3378682851039039,-0.27610891690924844,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
7599-NTMDP,0,1,1,1.2051336009250397,0,0,-0.5351115777287238,0.31993610356561164,0,4,2,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False
0772-GYEQQ,0,0,0,-1.1987601143772668,1,1,0.7828720018748321,-0.891566210441765,1,4,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True
0536-ACXIP,0,1,0,1.6125732136881425,1,1,1.4875694013097727,2.5951427435277536,0,7,2,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0936-NQLJU,0,1,0,0.3495104141225239,1,0,-1.4675060142452372,-0.6211179517066878,0,1,3,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
4831-EOBFE,0,1,1,-0.13941712119319946,1,0,0.9922867951031402,0.16154960293609663,1,4,3,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
1575-KRZZE,0,0,0,-1.1580161531009565,1,0,-0.3190486958265014,-0.9100961074513462,0,3,1,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
3251-YMVWZ,0,0,0,0.8384379494382472,1,0,-1.35448850678869,-0.43317185346665055,0,2,2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
4102-OQUPX,1,1,0,-1.2802480369298874,1,1,0.3191678168692938,-0.9745095589608425,1,2,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
9170-GYZJC,0,1,1,0.3495104141225239,1,0,0.5019902554019434,0.46023389520958313,1,7,3,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False
4884-LEVMQ,0,1,0,0.2680224915699033,1,1,-1.4741541029191516,-0.6586189337498878,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
8857-CUPFQ,0,1,0,1.24587756220135,1,0,-1.5140426349626388,-0.4614078870050599,0,1,2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
